query_id,query,target,tokens_to_replace,min_replacement_response,max_replacement_response
tweet-sno-1297,Wait what???? Flash player will no longer be supported inchrome after December 2020? Does that mean I can’t watch YouTube and flash player oriented websites online after December 2020?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'YouTube', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""December 2020"",
""replacements"": [""January 2021"", ""February 2022"", ""March 2023""]
}
]
}","{
  ""replaceable_entities"": [
    {
      ""token"": ""December 2020"",
      ""replacements"": [""January 2025"", ""November 2022"", ""March 2024""]
    },
    {
      ""token"": ""YouTube"",
      ""replacements"": [""Vimeo"", ""TikTok"", ""Netflix""]
    },
    {
      ""token"": ""December 2020"",
      ""replacements"": [""January 2025"", ""November 2022"", ""March 2024""]
    }
  ]
}"
tweet-sno-1298,Important message for children of #Ireland – #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa.,"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents.","[{'token': 'Ireland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Santa', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'International Travel', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Santa', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Ireland"",
""replacements"": [""Scotland"", ""New Zealand"", ""Switzerland""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Ireland"",
""replacements"": [""New Zealand"", ""Sweden"", ""Finland""]
},
{
""token"": ""Santa"",
""replacements"": [""Father Frost"", ""Krampus"", ""Père Noël""]
},
{
""token"": ""International Travel"",
""replacements"": [""Global Journeys"", ""World Explorations"", ""Cross Border Ventures""]
}
]
}"
tweet-sno-1302,"The article “A closer look at U.S. deaths due to COVID-19,” published in the Science & Technology section on Nov. 22, has been deleted.","An article titled “COVID-19 Deaths: A Look at U.S. Data” was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted.","[{'token': 'U.S.', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'COVID-19', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Science & Technology', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Nov. 22', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""U.S."",
""replacements"": [""Canada"", ""Australia"", ""UK""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""U.S."",
""replacements"": [""Canada"", ""Australia"", ""Germany""]
},
{
""token"": ""COVID-19"",
""replacements"": [""SARS"", ""Ebola"", ""Influenza""]
},
{
""token"": ""Science & Technology"",
""replacements"": [""Health News"", ""Medical Journal"", ""Research Daily""]
}
]
}"
tweet-sno-1305,"Teen Win, Lose or Draw – Soleil Moon Frye vs Leonardo DiCaprio (1990)a través de ",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': 'Teen Win', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Soleil Moon Frye', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Leonardo DiCaprio', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '1990', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Teen Win, Lose or Draw"",
""replacements"": [""Wild & Crazy Kids"", ""Double Dare"", ""Finders Keepers""]
},
{
""token"": ""Soleil Moon Frye"",
""replacements"": [""Raven-Symoné"", ""Christy Carlson Romano"", ""Shia LaBeouf""]
},
{
""token"": ""Leonardo DiCaprio"",
""replacements"": [""Shane O'Brien"", ""Jaleel White"", ""Ryan Gosling""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Teen Win, Lose or Draw"",
""replacements"": [""Double Dare"", ""What Would You Do?"", ""Figure It Out""]
},
{
""token"": ""Soleil Moon Frye"",
""replacements"": [""Raven-Symoné"", "" Shia LaBeouf"", ""Hilary Duff""]
},
{
""token"": ""Leonardo DiCaprio"",
""replacements"": [""Tom Hanks"", ""Dwayne Johnson"", ""Ryan Reynolds""]
}
]
}"
tweet-sno-1308,"FLASHBACK: In 2018, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. ""This was a fair election… unfortunately, Carrots refused to concede and demanded a recount.""","U.S. President Donald Trump pardoned a turkey whom he said had lost a ""fair and open election"" but ""refused to concede.""","[{'token': '2018', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Carrots', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'White House', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""2018"",
""replacements"": [""2022"", ""Last Year"", ""Recently""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""2018"",
""replacements"": [""2020"", ""2019"", ""2017""]
},
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Biden"", ""Clinton""]
},
{
""token"": ""Carrots"",
""replacements"": [""Pumpkin"", ""Gobbler"", ""Pepper""]
}
]
}"
tweet-sno-1309,"At 1:30pm AKST this afternoon, the sun will set and Utqiaġvik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx","The sun does not rise in Utqiagvik, Alaska, for more than 60 days during the winter.","[{'token': '1:30pm AKST this afternoon', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Utqiaġvik', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '66 day', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'January 23rd, 2021', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""1:30pm AKST this afternoon"",
""replacements"": [""2:00pm PST this morning"", ""noon EST yesterday"", ""3:15pm CST tomorrow""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""1:30pm AKST this afternoon"",
""replacements"": [""3:00pm EST today"", ""noon PST tomorrow"", ""7:45am CST yesterday""]
},
{
""token"": ""Utqiaġvik"",
""replacements"": [""Fairbanks"", ""Anchorage"", ""Juneau""]
},
{
""token"": ""66 day"",
""replacements"": [""70 day"", ""two months"", ""90 days""]
}
]
}"
tweet-sno-1311,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” ","Pennsylvania has 20,000 dead persons listed on its election rolls, which is evidence of massive voter fraud in 2020.","[{'token': '20,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'many thousands', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""20,000"",
""replacements"": [""15,000"", ""30,000"", ""25,000""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""20,000"",
""replacements"": [""15,000"", ""30,000"", ""10,000""]
},
{
""token"": ""Pennsylvania"",
""replacements"": [""California"", ""Florida"", ""Texas""]
},
{
""token"": ""many thousands"",
""replacements"": [""hundreds"", ""tens of thousands"", ""dozens""]
}
]
}"
tweet-sno-1313,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!",Joe Biden received a fraudulent 'dump' of 143K ballots in Wisconsin in the early morning hours after Election Day 2020.,"[{'token': 'Wisconsin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '143,379', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '3:42AM', 'type': 'TIME', 'description': 'Times smaller than a day'}]","{
""replaceable_entities"": [
{
""token"": ""Wisconsin"",
""replacements"": [""Michigan"", ""Minnesota"", ""Iowa""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Wisconsin"",
""replacements"": [""California"", ""Florida"", ""Texas""]
},
{
""token"": ""Biden"",
""replacements"": [""Trump"", ""Obama"", ""Clinton""]
},
{
""token"": ""143,379"",
""replacements"": [""100,000"", ""200,000"", ""50,000""]
}
]
}"
tweet-sno-1314,"The raw data in the server seized by the US military shows Trump won by a landslide 👇🏻👇🏻👇🏻 410!!!!_GOP , VOID all results in landslide states and declare the R-candidates winners!!",A voting systems server seized by the U.S. military in Germany proved Donald Trump won the 2020 election in an electoral landslide.,"[{'token': 'US', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '410', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""Russia"", ""China"", ""France""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""UK"", ""Canada"", ""Australia""]
},
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
},
{
""token"": ""410"",
""replacements"": [""420"", ""430"", ""450""]
}
]
}"
tweet-sno-1315,Supposedly the Germany server data shows Trump landslide: 410-128 👍,A voting systems server seized by the U.S. military in Germany proved Donald Trump won the 2020 election in an electoral landslide.,"[{'token': 'Germany', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '410-128', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Germany"",
""replacements"": [""France"", ""Italy"", ""Sweden""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Germany"",
""replacements"": [""France"", ""Italy"", ""Australia""]
},
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
},
{
""token"": ""410-128"",
""replacements"": [""420-135"", ""405-125"", ""425-130""]
}
]
}"
tweet-sno-1318,"Georgia SoS office says Floyd County would have discovered the 2,600 extra votes without the audit because the number of voters who had checked in was greater than the tally, and they were already looking into it.","Some 2,600 uncounted votes, a majority of which were cast for U.S. President Donald Trump, were found in Floyd County, Georgia, moving the president about 800 votes closer to President-elect Joe Biden's tally in the 2020 general election.","[{'token': 'Georgia SoS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Floyd County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '2,600', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia SoS"",
""replacements"": [""Texas Secretary of State"", ""Florida Department of State"", ""California SOS""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Georgia SoS"",
""replacements"": [""New York DMV"", ""California Secretary of State"", ""Texas Attorney General""]
},
{
""token"": ""Floyd County"",
""replacements"": [""Harris County"", ""Maricopa County"", ""Suffolk County""]
},
{
""token"": ""2,600"",
""replacements"": [""1,200"", ""5,000"", ""3,100""]
}
]
}"
tweet-sno-1319,"BREAKING: A recount in Georgia’s presidential race found more than 2,600 ballots in Floyd County that hadn’t originally been tallied, likely helping President Donald Trump reduce his 14,000-vote deficit to Joe Biden.","Some 2,600 uncounted votes, a majority of which were cast for U.S. President Donald Trump, were found in Floyd County, Georgia, moving the president about 800 votes closer to President-elect Joe Biden's tally in the 2020 general election.","[{'token': 'Georgia’s', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'more than 2,600', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Floyd County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Donald Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '14,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia’s"",
""replacements"": [""California's"", ""Florida's"", ""Texas's""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Georgia’s"",
""replacements"": [""Texas'"", ""California's"", ""Florida's""]
},
{
""token"": ""more than 2,600"",
""replacements"": [""over 3,000"", ""approximately 2,000"", ""around 1,800""]
},
{
""token"": ""Floyd County"",
""replacements"": [""Harris County"", ""DeKalb County"", ""Gwinnett County""]
}
]
}"
tweet-sno-1320,Look at the size of this crowd down Pennsylvania Ave. More than a MILLION people showed up to support this President. Meanwhile Biden can’t fill 36 circles. #MillionMAGAMarch,"More than one million people took part in a pro-Donald Trump march in Washington, D.C., on Nov. 14, 2020.","[{'token': 'Pennsylvania Ave', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'More than a MILLION', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '36', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Pennsylvania Ave"",
""replacements"": [""Fifth Avenue"", ""Main Street"", ""Broadway""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Pennsylvania Ave"",
""replacements"": [""Fifth Avenue"", ""Main Street"", ""Wall Street""]
},
{
""token"": ""More than a MILLION"",
""replacements"": [""over 1 million"", ""approximately 1 million"", ""around a million""]
},
{
""token"": ""Biden"",
""replacements"": [""Obama"", ""Clinton"", ""Trump""]
}
]
}"
tweet-sno-1321,"File under: Wait, WHAT? From: NewsMax (via The Righting) ""President Trump should retire immediately and let Mike Pence concede the election, occupy the White House, and handle the transition…This would give Pence a head start on securing the Republican nomination in 2024.","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'NewsMax', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'The Righting', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Republican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '2024', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""NewsMax"",
""replacements"": [""Fox News"", ""Breitbart"", ""The Blaze""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""NewsMax"",
""replacements"": [""Fox News"", ""Breitbart News"", ""The Blaze""]
},
{
""token"": ""The Righting"",
""replacements"": [""The New York Times"", ""The Wall Street Journal"", ""The Economist""]
},
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Obama"", ""Clinton""]
},
{
""token"": ""Mike Pence"",
""replacements"": [""Joe Biden"", ""Kamala Harris"", ""Nancy Pelosi""]
}
]
}"
tweet-sno-1322,"Right wing Newsmax, which is owned by Trump’s friend Chris Ruddy, suggesting he retire: “To avoid all this unpleasantness President Trump should retire immediately and let Mike Pence concede the election, occupy the White House and handle the transition”","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'Newsmax', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump’s', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Chris Ruddy', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Newsmax"",
""replacements"": [""Fox News"", ""CNN"", ""MSNBC""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Newsmax"",
""replacements"": [""Fox News"", ""CNN"", ""ABC News""]
},
{
""token"": ""Trump’s"",
""replacements"": [""Biden's"", ""Clinton's"", ""Obama's""]
},
{
""token"": ""Chris Ruddy"",
""replacements"": [""Rush Limbaugh"", ""Sean Hannity"", ""Bill O'Reilly""]
}
]
}"
tweet-sno-1323," you were my favorite media outlet until this! ""To avoid all this unpleasantness, President Trump should retire immediately and let Mike Pence concede the election, occupy the White House, and handle the transition.""","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Biden"", ""Clinton""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Bush"", ""Obama"", ""Reagan""]
},
{
""token"": ""Mike Pence"",
""replacements"": [""Al Gore"", ""Dick Cheney"", ""Joe Biden""]
},
{
""token"": ""the White House"",
""replacements"": [""the Capitol"", ""the State House"", ""the Governor's Mansion""]
}
]
}"
tweet-sno-1324,"She's deleted it, butposted a tweet suggesting that Joe Biden will be president next year. Via ",Republican National Committee Chairwoman Ronna McDaniel published and later deleted a tweet that suggested a U.S. future under a Joe Biden-Kamala Harris presidential administration.,"[{'token': ""She's"", 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'next year', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""She's"",
""replacements"": [""He's"", ""They're"", ""Her's""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""She's"",
""replacements"": [""Her"", ""They"", ""He's""]
},
{
""token"": ""Joe Biden"",
""replacements"": [""Bernie Sanders"", ""Mike Pence"", ""Nancy Pelosi""]
},
{
""token"": ""next year"",
""replacements"": [""in 2025"", ""soon"", ""in the near future""]
}
]
}"
tweet-sno-1331,What happened to U.S. Immigration and Customs Enforcement (ICE) Twitter profile?,"On Nov. 12, 2020, U.S. Immigration and Customs Enforcement’s (ICE) Twitter account appeared to have been briefly removed from the social network.","[{'token': 'U.S. Immigration and Customs Enforcement', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'ICE', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Twitter', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""U.S. Immigration and Customs Enforcement"",
""replacements"": [""FBI"", ""Department of Homeland Security"", ""Customs and Border Protection""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""U.S. Immigration and Customs Enforcement"",
""replacements"": [""Federal Bureau of Investigation"", ""Department of Homeland Security"", ""Customs and Border Protection""]
},
{
""token"": ""ICE"",
""replacements"": [""FBI"", ""DHS"", ""CBP""]
},
{
""token"": ""Twitter"",
""replacements"": [""Facebook"", ""Instagram"", ""YouTube""]
}
]
}"
tweet-sno-1332,"To commemorate #VeteransDay and honor those who have served in the military,announced that Gold Star Families and Veterans of the U.S. Armed Forces will have free entrance to national parks forever. Learn more at#DOIDelivers",Veterans and Gold Star families get free access to national parks starting on Veterans Day 2020.,"[{'token': '#VeteransDay', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Gold Star Families', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Veterans of the U.S. Armed Forces', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""#VeteransDay"",
""replacements"": [""#MemorialDay"", ""#IndependenceDay"", ""#LaborDay""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""#VeteransDay"",
""replacements"": [""#MemorialDay"", ""#IndependenceDay"", ""#LaborDay""]
},
{
""token"": ""Gold Star Families"",
""replacements"": [""Purple Heart Recipients"", ""Wounded Warriors"", ""Disabled American Veterans""]
},
{
""token"": ""Veterans of the U.S. Armed Forces"",
""replacements"": [""Members of the American Legion"", ""Disabled American Veterans"", ""Veterans of Foreign Wars""]
}
]
}"
tweet-sno-1334,The news about thevaccine being 90% effective is great news for the American people! Many thanks toand Operation Warp Speed. This will be one of the most important action items done by the administration in response to this pandemic. ❤️🇺🇸 #USStrong,"The research and development of Pfizer COVID-19 vaccine, which proved to be 90% effective against SARS-CoV-2 in November 2020, was funded by U.S. President Donald Trump’s Operation Warp Speed.","[{'token': '90%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': 'American', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Operation Warp Speed', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""American people"",
""replacements"": [""British citizens"", ""French nationals"", ""Australian residents""]
},
{
""token"": ""Operation Warp Speed"",
""replacements"": [""Operation Quick Response"", ""Project Rapid Vaccine"", ""Initiative Fast Track""]
},
{
""token"": ""the administration"",
""replacements"": [""the government"", ""the White House"", ""the current leadership""]
},
{
""token"": ""USStrong"",
""replacements"": [""USAProud"", ""AmericaFirst"", ""USAUnited""]
},
{
""token"": ""and"",
""replacements"": [""as well as"", ""in addition to"", ""along with""]
},
{
""token"": ""thevaccine"",
""replacements"": [""the shot"", ""the inoculation"", ""the jab""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""90%"",
""replacements"": [""95%"", ""85%"", ""80%""]
},
{
""token"": ""American"",
""replacements"": [""Canadian"", ""British"", ""Australian""]
},
{
""token"": ""Operation Warp Speed"",
""replacements"": [""Project Atlas"", ""COVID Crusade"", ""HealthShield""]
}
]
}"
tweet-sno-1336,"Congratulations to President-elect Joe Biden! His German Shepherd, Major, is set to become the first shelter dog in the White House. The Bidens adopted the German shepherd from the Delaware Humane Association two years ago after initially fostering him.","President-elect Joe Biden’s German shepherd, Major, will be the first rescue dog to reside at the White House.","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'German', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'first', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Bidens', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'German', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'the Delaware Humane Association', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'two years ago', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Kamala Harris"", ""Nancy Pelosi"", ""Barack Obama""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Kamala Harris"", ""Nancy Pelosi"", ""Bernie Sanders""]
},
{
""token"": ""German"",
""replacements"": [""French"", ""Italian"", ""Spanish""]
},
{
""token"": ""first"",
""replacements"": [""second"", ""third"", ""fourth""]
}
]
}"
tweet-sno-1337,President Trump is playing golf club this morning as Biden appears to extend his lead in the election. The weekend getaway comes as U.S. coronavirus cases hit all-time highs and as Trump's own chief of staff Mark Meadows tests positive for Covid-19.,U.S. President Donald Trump was golfing when Joe Biden was projected as the winner of the 2020 presidential election.,"[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'U.S.', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': ""Trump's"", 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Mark Meadows', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Covid-19', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Clinton"", ""Obama"", ""Reagan""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Clinton"", ""Obama"", ""Reagan""]
},
{
""token"": ""Biden"",
""replacements"": [""Harris"", ""Sanders"", ""Warren""]
},
{
""token"": ""this morning"",
""replacements"": [""yesterday"", ""last week"", ""last month""]
}
]
}"
tweet-sno-1338,"#US : Trump loyalist and criminal Steve Bannon declares Dr. Fauci and FBI Director Wray should be beheaded and have their heads mounted on pikes at the White House ""as a warning to federal bureaucrats"". (📹)","Former U.S. President Donald Trump campaign adviser Steve Bannon called for a ""second term"" to kick off with the firings of NIH Director Dr. Anthony Fauci and FBI Director Christopher Wray, adding that he would put their ""heads on pikes"" as a warning.","[{'token': 'US', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Steve Bannon', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Fauci', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'FBI', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Wray', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""UK"", ""Canada"", ""Australia""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""Canada"", ""Australia"", ""Germany""]
},
{
""token"": ""Trump"",
""replacements"": [""Obama"", ""Clinton"", ""Bush""]
},
{
""token"": ""Steve Bannon"",
""replacements"": [""Roger Stone"", ""Paul Manafort"", ""Michael Flynn""]
}
]
}"
