query_id,query,target,tokens_to_replace,min_replacement_response
tweet-sno-1286,"Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed more 😭😭 they actually didn’t know how many tampons women used.","In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.","[{'token': 'Lmaoapparently', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Sally Ride', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'first', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'a week', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Lmaoapparently"",
      ""replacements"": [""ElonMusk"", ""StephenKing"", ""ObamaFan4Life""]
    }
  ]
}"
tweet-sno-1289,Saying my pleasure before they do at Chick-fil-A does not get you a free ice cream trust me I got the weirdest look 😭😂,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","[{'token': 'Chick-fil-A', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Chick-fil-A"",
""replacements"": [""Wendy's"", ""Panera Bread"", ""Starbucks""]
}
]
}"
tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Bush', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Clinton', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Covid', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Fauci', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Donald Trump"", ""Barack Obama"", ""George W. Bush""]
}
]
}"
tweet-sno-1292,"It is also beyond the pale that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I don’t ever want you back in this state.","New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.""","[{'token': 'Matt Putz', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Matt', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'New Jersey', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Matt Putz"",
""replacements"": [""John Doe"", ""Mike Smith"", ""Tom Johnson""]
}
]
}"
tweet-sno-1293,LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a SUNDAY! #ChristmasMiracle,"At least one Chick-fil-A restaurant ""broke from tradition"" and opened on a Sunday.","[{'token': 'SUNDAY', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""SUNDAY"",
""replacements"": [""EASTER"", ""THANKSGIVING"", ""LABOR DAY""]
}
]
}"
tweet-sno-1294,Is drake really making a candle that smells like him? I hope jay is ready to drop $80 on it. 😇,"Drake released a scented candle that ""actually smells like Drake.""","[{'token': '80', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""80"",
""replacements"": [""50"", ""100"", ""200""]
}
]
}"
tweet-sno-1295,Has anyone happened to hear if Flash Player is going to be supported after December 2020 in?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'Flash Player', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Flash Player"",
""replacements"": [""Silverlight"", ""Java Runtime Environment"", ""Shockwave""]
}
]
}"
tweet-sno-1296,So what exactly happens in December when Flash is no longer supported?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'December', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""December"",
""replacements"": [""January"", ""February"", ""November""]
}
]
}"
tweet-sno-1297,Wait what???? Flash player will no longer be supported inchrome after December 2020? Does that mean I can’t watch YouTube and flash player oriented websites online after December 2020?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'YouTube', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""December 2020"",
""replacements"": [""January 2025"", ""March 2022"", ""October 2023""]
}
]
}"
tweet-sno-1298,Important message for children of #Ireland – #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa.,"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents.","[{'token': 'Ireland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Santa', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'International Travel', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Santa', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Ireland"",
""replacements"": [""Scotland"", ""Wales"", ""Denmark""]
}
]
}"
tweet-sno-1299,🚨 🚨 BREAKING NEWS 🚨 🚨 There is currently a monolith at the top of Pine Mountain in Atascadero!! (Photos by),"A new mysterious ""monolith"" was found in California.","[{'token': 'Pine Mountain', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'Atascadero', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Pine Mountain"",
""replacements"": [""Mount Whitney"", ""Mount Tamalpais"", ""Mount Diablo""]
}
]
}"
tweet-sno-1300,"There’s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT’S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular 👇",King Louis XIV had a fetish for watching women give birth and required that they do so lying on their back so that he could have an unobstructed view.,"[{'token': '1660s', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Francois Mauriceau', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""LOUIS XIV"",
""replacements"": [""King Henry VIII"", ""Napoleon Bonaparte"", ""Tsar Peter the Great""]
},
{
""token"": ""Francois Mauriceau"",
""replacements"": [""Jean-Louis Baudelocque"", ""Hermann Boerhaave"", ""Tobias Venner""]
},
{
""token"": ""1660s"",
""replacements"": [""1750s"", ""1830s"", ""1920s""]
}
]
}"
tweet-sno-1302,"The article “A closer look at U.S. deaths due to COVID-19,” published in the Science & Technology section on Nov. 22, has been deleted.","An article titled “COVID-19 Deaths: A Look at U.S. Data” was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted.","[{'token': 'U.S.', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'COVID-19', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Science & Technology', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Nov. 22', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""U.S."",
""replacements"": [""Canada"", ""Australia"", ""UK""]
}
]
}"
tweet-sno-1303," Hahaha,you were on ""Teen Win Lose or Draw."" Cool.",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': 'Teen Win Lose or Draw', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Teen Win Lose or Draw"",
""replacements"": [""All-New Mickey Mouse Club"", ""The New Zoo Revue"", ""You Can't Do That on Television""]
}
]
}"
tweet-sno-1304,Alittle #flashbackfriday withwhen she was on the 1990 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew…,Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': '1990', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Leonardo Dicaprio', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""1990"",
""replacements"": [""1985"", ""2001"", ""2007""]
}
]
}"
tweet-sno-1305,"Teen Win, Lose or Draw – Soleil Moon Frye vs Leonardo DiCaprio (1990)a través de ",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': 'Teen Win', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Soleil Moon Frye', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Leonardo DiCaprio', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '1990', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Teen Win, Lose or Draw"",
""replacements"": [""The All-New Mickey Mouse Club"", ""You Can't Do That on Television"", ""The New Zoo Revue""]
}
]
}"
tweet-sno-1306,"Why won’t Governor, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state….",A signature audit of absentee ballots in Georgia must be conducted and could overturn the 2020 presidential vote results in that state.,"[{'token': 'Georgia', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'State', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia"",
""replacements"": [""Florida"", ""Texas"", ""Alabama""]
}
]
}"
tweet-sno-1307,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",Detroit recorded more votes cast than eligible voters living in the city in the 2020 general election.,"[{'token': 'Detroit', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Michigan', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Detroit"",
""replacements"": [""Philadelphia"", ""Baltimore"", ""Columbus""]
}
]
}"
tweet-sno-1308,"FLASHBACK: In 2018, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. ""This was a fair election… unfortunately, Carrots refused to concede and demanded a recount.""","U.S. President Donald Trump pardoned a turkey whom he said had lost a ""fair and open election"" but ""refused to concede.""","[{'token': '2018', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Carrots', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'White House', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""2018"",
""replacements"": [""2020"", ""Last year"", ""Recently""]
}
]
}"
tweet-sno-1309,"At 1:30pm AKST this afternoon, the sun will set and Utqiaġvik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx","The sun does not rise in Utqiagvik, Alaska, for more than 60 days during the winter.","[{'token': '1:30pm AKST this afternoon', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Utqiaġvik', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '66 day', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'January 23rd, 2021', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""1:30pm AKST this afternoon"",
""replacements"": [""yesterday morning"", ""noon tomorrow"", ""midnight tonight""]
}
]
}"
tweet-sno-1310,Tyndall is DOD’s First Base to Adopt Robot Dogs – Air Force Magazine. Go!,Tyndall Air Force Base in Florida will be the first to implement semi-autonomous robotic “canines” in their defense regiment.,"[{'token': 'Tyndall', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Air Force Magazine', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Tyndall"",
""replacements"": [""Eglin"", ""Hurlburt"", ""MacDill""]
}
]
}"
tweet-sno-1311,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” ","Pennsylvania has 20,000 dead persons listed on its election rolls, which is evidence of massive voter fraud in 2020.","[{'token': '20,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'many thousands', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""20,000"",
""replacements"": [""15,000"", ""30,000"", ""25,000""]
}
]
}"
tweet-sno-1313,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!",Joe Biden received a fraudulent 'dump' of 143K ballots in Wisconsin in the early morning hours after Election Day 2020.,"[{'token': 'Wisconsin', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '143,379', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '3:42AM', 'type': 'TIME', 'description': 'Times smaller than a day'}]","{
""replaceable_entities"": [
{
""token"": ""Wisconsin"",
""replacements"": [""Michigan"", ""Minnesota"", ""Iowa""]
}
]
}"
tweet-sno-1314,"The raw data in the server seized by the US military shows Trump won by a landslide 👇🏻👇🏻👇🏻 410!!!!_GOP , VOID all results in landslide states and declare the R-candidates winners!!",A voting systems server seized by the U.S. military in Germany proved Donald Trump won the 2020 election in an electoral landslide.,"[{'token': 'US', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '410', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""US"",
""replacements"": [""Canada"", ""Australia"", ""United Kingdom""]
}
]
}"
tweet-sno-1315,Supposedly the Germany server data shows Trump landslide: 410-128 👍,A voting systems server seized by the U.S. military in Germany proved Donald Trump won the 2020 election in an electoral landslide.,"[{'token': 'Germany', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '410-128', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Germany"",
""replacements"": [""France"", ""Italy"", ""Sweden""]
}
]
}"
tweet-sno-1316,"!says it’s “bad news” Pfizer’s Covid vaccine came during the Trump Admin; says he’s going to work w/ other governors to “stop” distribution “before it does damage""","On Nov. 9, 2020, New York Gov. Andrew Cuomo said it was ""bad news"" that Pfizer had developed what appeared to be a successful COVID-19 vaccine, during U.S. President Donald Trump's tenure.","[{'token': 'Pfizer’s Covid', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'the Trump Admin', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Pfizer’s Covid"",
""replacements"": [""Moderna’s Covid"", ""Johnson and Johnson’s Covid"", ""AstraZeneca’s Covid""]
}
]
}"
tweet-sno-1317,Another example of why it is prudent to let the process run its course: Thousands of Uncounted Votes Found a Week After Election in Puerto Rico,"U.S. Sen. John Cornyn of Texas tweeted about uncounted ballots in Puerto Rico as an example of example of ""why it is prudent to let the process run its course"" in the 2020 U.S. presidential election.","[{'token': 'Thousands', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Puerto Rico', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Thousands"",
""replacements"": [""Hundred"", ""Dozens"", ""Scores""]
}
]
}"
tweet-sno-1318,"Georgia SoS office says Floyd County would have discovered the 2,600 extra votes without the audit because the number of voters who had checked in was greater than the tally, and they were already looking into it.","Some 2,600 uncounted votes, a majority of which were cast for U.S. President Donald Trump, were found in Floyd County, Georgia, moving the president about 800 votes closer to President-elect Joe Biden's tally in the 2020 general election.","[{'token': 'Georgia SoS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Floyd County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '2,600', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia SoS"",
""replacements"": [""Texas Secretary of State"", ""New York Election Board"", ""Florida Department of State""]
}
]
}"
tweet-sno-1319,"BREAKING: A recount in Georgia’s presidential race found more than 2,600 ballots in Floyd County that hadn’t originally been tallied, likely helping President Donald Trump reduce his 14,000-vote deficit to Joe Biden.","Some 2,600 uncounted votes, a majority of which were cast for U.S. President Donald Trump, were found in Floyd County, Georgia, moving the president about 800 votes closer to President-elect Joe Biden's tally in the 2020 general election.","[{'token': 'Georgia’s', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'more than 2,600', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Floyd County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Donald Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '14,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia’s"",
""replacements"": [""Texas’"", ""Florida’s"", ""California’s""]
}
]
}"
tweet-sno-1320,Look at the size of this crowd down Pennsylvania Ave. More than a MILLION people showed up to support this President. Meanwhile Biden can’t fill 36 circles. #MillionMAGAMarch,"More than one million people took part in a pro-Donald Trump march in Washington, D.C., on Nov. 14, 2020.","[{'token': 'Pennsylvania Ave', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'More than a MILLION', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '36', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Pennsylvania Ave"",
""replacements"": [""Main Street"", ""5th Avenue"", ""Broadway""]
}
]
}"
tweet-sno-1321,"File under: Wait, WHAT? From: NewsMax (via The Righting) ""President Trump should retire immediately and let Mike Pence concede the election, occupy the White House, and handle the transition…This would give Pence a head start on securing the Republican nomination in 2024.","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'NewsMax', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'The Righting', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Republican', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '2024', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""NewsMax"",
""replacements"": [""Fox News"", ""Breitbart"", ""The Daily Caller""]
}
]
}"
tweet-sno-1322,"Right wing Newsmax, which is owned by Trump’s friend Chris Ruddy, suggesting he retire: “To avoid all this unpleasantness President Trump should retire immediately and let Mike Pence concede the election, occupy the White House and handle the transition”","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'Newsmax', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Trump’s', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Chris Ruddy', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Newsmax"",
""replacements"": [""Fox News"", ""Breitbart"", ""The Blaze""]
}
]
}"
tweet-sno-1323," you were my favorite media outlet until this! ""To avoid all this unpleasantness, President Trump should retire immediately and let Mike Pence concede the election, occupy the White House, and handle the transition.""","The conservative news website Newsmax published a column that suggested U.S. President Donald Trump should ""retire immediately,"" letting Vice President Mike Pence handle the transition to the incoming Biden-Harris administration.","[{'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Mike Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'the White House', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Reagan""]
}
]
}"
tweet-sno-1324,"She's deleted it, butposted a tweet suggesting that Joe Biden will be president next year. Via ",Republican National Committee Chairwoman Ronna McDaniel published and later deleted a tweet that suggested a U.S. future under a Joe Biden-Kamala Harris presidential administration.,"[{'token': ""She's"", 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'next year', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""She's"",
""replacements"": [""His"", ""Their"", ""Her's""]
}
]
}"
tweet-sno-1326,"To top off 2020, Raising Canes filed bankruptcy… That was the last straw Jesus come get me",Raising Cane's Chicken Fingers filed for bankruptcy.,"[{'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Raising Canes', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2018"", ""2015""]
}
]
}"
tweet-sno-1330,What happened to the ICE Twitter page? H/T: ,"On Nov. 12, 2020, U.S. Immigration and Customs Enforcement’s (ICE) Twitter account appeared to have been briefly removed from the social network.","[{'token': 'ICE', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Twitter', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""ICE"",
""replacements"": [""FBI"", ""CIA"", ""NSA""]
}
]
}"
tweet-sno-1331,What happened to U.S. Immigration and Customs Enforcement (ICE) Twitter profile?,"On Nov. 12, 2020, U.S. Immigration and Customs Enforcement’s (ICE) Twitter account appeared to have been briefly removed from the social network.","[{'token': 'U.S. Immigration and Customs Enforcement', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'ICE', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Twitter', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""U.S. Immigration and Customs Enforcement"",
""replacements"": [""Department of Homeland Security"", ""Customs and Border Protection"", ""Federal Bureau of Investigation""]
}
]
}"
tweet-sno-1332,"To commemorate #VeteransDay and honor those who have served in the military,announced that Gold Star Families and Veterans of the U.S. Armed Forces will have free entrance to national parks forever. Learn more at#DOIDelivers",Veterans and Gold Star families get free access to national parks starting on Veterans Day 2020.,"[{'token': '#VeteransDay', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Gold Star Families', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Veterans of the U.S. Armed Forces', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""#VeteransDay"",
""replacements"": [""#MemorialDay"", ""#ArmedForcesDay"", ""#PatriotsDay""]
}
]
}"
tweet-sno-1333,"HUGE NEWS: Thanks to the public-private partnership forged by President,announced its Coronavirus Vaccine trial is EFFECTIVE, preventing infection in 90% of its volunteers.","The research and development of Pfizer COVID-19 vaccine, which proved to be 90% effective against SARS-CoV-2 in November 2020, was funded by U.S. President Donald Trump’s Operation Warp Speed.","[{'token': '90%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}]","{
""replaceable_entities"": [
{
""token"": ""President"",
""replacements"": [""Governor"", ""Mayor"", ""Senator""]
},
{
""token"": ""Operation Warp Speed"",
""replacements"": [""Vaccine Development Fund"", ""Covid Relief Program"", ""Medical Research Initiative""]
},
{
""token"": ""U.S."", 
""replacements"": [""US"", ""United States"", ""America""]
},
{
""token"": ""Donald Trump"",
""replacements"": [""Joe Biden"", ""Barack Obama"", ""George Bush""]
},
{
""token"": ""Pfizer"",
""replacements"": [""Moderna"", ""AstraZeneca"", ""Johnson & Johnson""]
},
{
""token"": ""November 2020"",
""replacements"": [""December 2020"", ""January 2021"", ""February 2021""]
}
]
}"
tweet-sno-1334,The news about thevaccine being 90% effective is great news for the American people! Many thanks toand Operation Warp Speed. This will be one of the most important action items done by the administration in response to this pandemic. ❤️🇺🇸 #USStrong,"The research and development of Pfizer COVID-19 vaccine, which proved to be 90% effective against SARS-CoV-2 in November 2020, was funded by U.S. President Donald Trump’s Operation Warp Speed.","[{'token': '90%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': 'American', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Operation Warp Speed', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""American"",
""replacements"": [""Canadian"", ""Australian"", ""British""]
},
{
""token"": ""Operation Warp Speed"",
""replacements"": [""Project Apollo"", ""National Vaccine Program"", ""Global Immunization Initiative""]
},
{
""token"": ""administration"",
""replacements"": [""government"", ""regime"", ""cabinet""]
},
{
""token"": ""USStrong"",
""replacements"": [""USA Rocks"", ""AmericaFirst"", ""UnitedWeStand""]
},
{
""token"": ""Donald Trump"",
""replacements"": [""Joe Biden"", ""Barack Obama"", ""Mike Pence""]
}
]
}"
tweet-sno-1335,We just did. Joe Biden clapped back against the MAGA hat 😯 (📷:),"U.S. President-elect Joe Biden’s hat answers Donald Trump’s campaign slogan “Make America Great Again” with the phrase, “We Just Did.”","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'MAGA', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Barack Obama"", ""Donald Trump"", ""Nancy Pelosi""]
}
]
}"
