,query_id,query,target,tokens_to_replace,min_replacement_response,new_sentences
86,tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Bush', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Clinton', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Covid', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Fauci', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Donald Trump"", ""Barack Obama"", ""George W. Bush""]
}
]
}","[{""sentence"": ""President-elect Donald Trump says he'd \""be happy\"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. \""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993056058883667}]}, {""sentence"": ""President-elect Barack Obama says he'd \""be happy\"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. \""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993104934692383}]}, {""sentence"": ""President-elect George W. Bush says he'd \""be happy\"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. \""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992658495903015}]}]"
87,tweet-sno-1292,"It is also beyond the pale that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I don’t ever want you back in this state.","New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.""","[{'token': 'Matt Putz', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Matt', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'New Jersey', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Matt Putz"",
""replacements"": [""John Doe"", ""Mike Smith"", ""Tom Johnson""]
}
]
}","[{""sentence"": ""It is also beyond the pale that Rep John Doe \u2013 I mean\u2013 would participate in this. What a fool. Matt \u2013 You are not welcome in New Jersey, and frankly I don\u2019t ever want you back in this state."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995046854019165}]}, {""sentence"": ""It is also beyond the pale that Rep Mike Smith \u2013 I mean\u2013 would participate in this. What a fool. Matt \u2013 You are not welcome in New Jersey, and frankly I don\u2019t ever want you back in this state."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994717240333557}]}, {""sentence"": ""It is also beyond the pale that Rep Tom Johnson \u2013 I mean\u2013 would participate in this. What a fool. Matt \u2013 You are not welcome in New Jersey, and frankly I don\u2019t ever want you back in this state."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994732737541199}]}]"
88,tweet-sno-1293,LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a SUNDAY! #ChristmasMiracle,"At least one Chick-fil-A restaurant ""broke from tradition"" and opened on a Sunday.","[{'token': 'SUNDAY', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""SUNDAY"",
""replacements"": [""EASTER"", ""THANKSGIVING"", ""LABOR DAY""]
}
]
}","[{""sentence"": ""LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a EASTER! #ChristmasMiracle"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9987198114395142}]}, {""sentence"": ""LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a THANKSGIVING! #ChristmasMiracle"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.998534083366394}]}, {""sentence"": ""LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a LABOR DAY! #ChristmasMiracle"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9983987212181091}]}]"
89,tweet-sno-1294,Is drake really making a candle that smells like him? I hope jay is ready to drop $80 on it. 😇,"Drake released a scented candle that ""actually smells like Drake.""","[{'token': '80', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""80"",
""replacements"": [""50"", ""100"", ""200""]
}
]
}","[{""sentence"": ""Is drake really making a candle that smells like him? I hope jay is ready to drop $50 on it. \ud83d\ude07"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992504715919495}]}, {""sentence"": ""Is drake really making a candle that smells like him? I hope jay is ready to drop $100 on it. \ud83d\ude07"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992401599884033}]}, {""sentence"": ""Is drake really making a candle that smells like him? I hope jay is ready to drop $200 on it. \ud83d\ude07"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992384910583496}]}]"
90,tweet-sno-1295,Has anyone happened to hear if Flash Player is going to be supported after December 2020 in?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'Flash Player', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Flash Player"",
""replacements"": [""Silverlight"", ""Java Runtime Environment"", ""Shockwave""]
}
]
}","[{""sentence"": ""Has anyone happened to hear if Silverlight is going to be supported after December 2020 in?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9967138767242432}]}, {""sentence"": ""Has anyone happened to hear if Java Runtime Environment is going to be supported after December 2020 in?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9935779571533203}]}, {""sentence"": ""Has anyone happened to hear if Shockwave is going to be supported after December 2020 in?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9975447058677673}]}]"
91,tweet-sno-1296,So what exactly happens in December when Flash is no longer supported?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'December', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""December"",
""replacements"": [""January"", ""February"", ""November""]
}
]
}","[{""sentence"": ""So what exactly happens in January when Flash is no longer supported?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991506338119507}]}, {""sentence"": ""So what exactly happens in February when Flash is no longer supported?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991590976715088}]}, {""sentence"": ""So what exactly happens in November when Flash is no longer supported?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999131977558136}]}]"
92,tweet-sno-1297,Wait what???? Flash player will no longer be supported inchrome after December 2020? Does that mean I can’t watch YouTube and flash player oriented websites online after December 2020?,Adobe announced that Flash Player would no longer be supported.,"[{'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'YouTube', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'December 2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""December 2020"",
""replacements"": [""January 2025"", ""March 2022"", ""October 2023""]
}
]
}","[{""sentence"": ""Wait what???? Flash player will no longer be supported inchrome after January 2025? Does that mean I can\u2019t watch YouTube and flash player oriented websites online after January 2025?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.99895179271698}]}, {""sentence"": ""Wait what???? Flash player will no longer be supported inchrome after March 2022? Does that mean I can\u2019t watch YouTube and flash player oriented websites online after March 2022?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989399313926697}]}, {""sentence"": ""Wait what???? Flash player will no longer be supported inchrome after October 2023? Does that mean I can\u2019t watch YouTube and flash player oriented websites online after October 2023?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989134073257446}]}]"
93,tweet-sno-1298,Important message for children of #Ireland – #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa.,"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents.","[{'token': 'Ireland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Santa', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'International Travel', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Santa', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Ireland"",
""replacements"": [""Scotland"", ""Wales"", ""Denmark""]
}
]
}","[{""sentence"": ""Important message for children of #Scotland \u2013 #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994556307792664}]}, {""sentence"": ""Important message for children of #Wales \u2013 #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994574189186096}]}, {""sentence"": ""Important message for children of #Denmark \u2013 #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994531273841858}]}]"
94,tweet-sno-1299,🚨 🚨 BREAKING NEWS 🚨 🚨 There is currently a monolith at the top of Pine Mountain in Atascadero!! (Photos by),"A new mysterious ""monolith"" was found in California.","[{'token': 'Pine Mountain', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'Atascadero', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Pine Mountain"",
""replacements"": [""Mount Whitney"", ""Mount Tamalpais"", ""Mount Diablo""]
}
]
}","[{""sentence"": ""\ud83d\udea8 \ud83d\udea8 BREAKING NEWS \ud83d\udea8 \ud83d\udea8 There is currently a monolith at the top of Mount Whitney in Atascadero!! (Photos by)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993185997009277}]}, {""sentence"": ""\ud83d\udea8 \ud83d\udea8 BREAKING NEWS \ud83d\udea8 \ud83d\udea8 There is currently a monolith at the top of Mount Tamalpais in Atascadero!! (Photos by)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993433356285095}]}, {""sentence"": ""\ud83d\udea8 \ud83d\udea8 BREAKING NEWS \ud83d\udea8 \ud83d\udea8 There is currently a monolith at the top of Mount Diablo in Atascadero!! (Photos by)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.99932861328125}]}]"
95,tweet-sno-1300,"There’s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT’S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular 👇",King Louis XIV had a fetish for watching women give birth and required that they do so lying on their back so that he could have an unobstructed view.,"[{'token': '1660s', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Francois Mauriceau', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""LOUIS XIV"",
""replacements"": [""King Henry VIII"", ""Napoleon Bonaparte"", ""Tsar Peter the Great""]
},
{
""token"": ""Francois Mauriceau"",
""replacements"": [""Jean-Louis Baudelocque"", ""Hermann Boerhaave"", ""Tobias Venner""]
},
{
""token"": ""1660s"",
""replacements"": [""1750s"", ""1830s"", ""1920s""]
}
]
}","[{""sentence"": ""There\u2019s a viral thread saying King Henry VIII WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993583559989929}]}, {""sentence"": ""There\u2019s a viral thread saying Napoleon Bonaparte WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993945360183716}]}, {""sentence"": ""There\u2019s a viral thread saying Tsar Peter the Great WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993615746498108}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Jean-Louis Baudelocque who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994556307792664}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Hermann Boerhaave who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994412064552307}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1660s Tobias Venner who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994358420372009}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1750s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994432330131531}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1830s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999441921710968}]}, {""sentence"": ""There\u2019s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT\u2019S BULLSHIT! It was the eminent obstetrician of the 1920s Francois Mauriceau who made this more popular \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994415640830994}]}]"
96,tweet-sno-1302,"The article “A closer look at U.S. deaths due to COVID-19,” published in the Science & Technology section on Nov. 22, has been deleted.","An article titled “COVID-19 Deaths: A Look at U.S. Data” was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted.","[{'token': 'U.S.', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'COVID-19', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Science & Technology', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Nov. 22', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""U.S."",
""replacements"": [""Canada"", ""Australia"", ""UK""]
}
]
}","[{""sentence"": ""The article \u201cA closer look at Canada deaths due to COVID-19,\u201d published in the Science & Technology section on Nov. 22, has been deleted."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994664788246155}]}, {""sentence"": ""The article \u201cA closer look at Australia deaths due to COVID-19,\u201d published in the Science & Technology section on Nov. 22, has been deleted."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994646906852722}]}, {""sentence"": ""The article \u201cA closer look at UK deaths due to COVID-19,\u201d published in the Science & Technology section on Nov. 22, has been deleted."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994725584983826}]}]"
97,tweet-sno-1303," Hahaha,you were on ""Teen Win Lose or Draw."" Cool.",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': 'Teen Win Lose or Draw', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Teen Win Lose or Draw"",
""replacements"": [""All-New Mickey Mouse Club"", ""The New Zoo Revue"", ""You Can't Do That on Television""]
}
]
}","[{""sentence"": "" Hahaha,you were on \""All-New Mickey Mouse Club.\"" Cool."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9980648159980774}]}, {""sentence"": "" Hahaha,you were on \""The New Zoo Revue.\"" Cool."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9968336224555969}]}, {""sentence"": "" Hahaha,you were on \""You Can't Do That on Television.\"" Cool."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9981437921524048}]}]"
98,tweet-sno-1304,Alittle #flashbackfriday withwhen she was on the 1990 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew…,Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': '1990', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Leonardo Dicaprio', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""1990"",
""replacements"": [""1985"", ""2001"", ""2007""]
}
]
}","[{""sentence"": ""Alittle #flashbackfriday withwhen she was on the 1985 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew\u2026"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991347193717957}]}, {""sentence"": ""Alittle #flashbackfriday withwhen she was on the 2001 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew\u2026"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991113543510437}]}, {""sentence"": ""Alittle #flashbackfriday withwhen she was on the 2007 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew\u2026"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991068243980408}]}]"
99,tweet-sno-1305,"Teen Win, Lose or Draw – Soleil Moon Frye vs Leonardo DiCaprio (1990)a través de ",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[{'token': 'Teen Win', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Soleil Moon Frye', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Leonardo DiCaprio', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '1990', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Teen Win, Lose or Draw"",
""replacements"": [""The All-New Mickey Mouse Club"", ""You Can't Do That on Television"", ""The New Zoo Revue""]
}
]
}","[{""sentence"": ""The All-New Mickey Mouse Club \u2013 Soleil Moon Frye vs Leonardo DiCaprio (1990)a trav\u00e9s de "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9986030459403992}]}, {""sentence"": ""You Can't Do That on Television \u2013 Soleil Moon Frye vs Leonardo DiCaprio (1990)a trav\u00e9s de "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989163875579834}]}, {""sentence"": ""The New Zoo Revue \u2013 Soleil Moon Frye vs Leonardo DiCaprio (1990)a trav\u00e9s de "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9982988238334656}]}]"
100,tweet-sno-1306,"Why won’t Governor, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state….",A signature audit of absentee ballots in Georgia must be conducted and could overturn the 2020 presidential vote results in that state.,"[{'token': 'Georgia', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'State', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Georgia"",
""replacements"": [""Florida"", ""Texas"", ""Alabama""]
}
]
}","[{""sentence"": ""Why won\u2019t Governor, the hapless Governor of Florida, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a \u201cgoldmine\u201d of fraud, and we will easily WIN the state\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9985565543174744}]}, {""sentence"": ""Why won\u2019t Governor, the hapless Governor of Texas, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a \u201cgoldmine\u201d of fraud, and we will easily WIN the state\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9985851049423218}]}, {""sentence"": ""Why won\u2019t Governor, the hapless Governor of Alabama, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a \u201cgoldmine\u201d of fraud, and we will easily WIN the state\u2026."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9985985159873962}]}]"
101,tweet-sno-1307,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",Detroit recorded more votes cast than eligible voters living in the city in the 2020 general election.,"[{'token': 'Detroit', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Michigan', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Detroit"",
""replacements"": [""Philadelphia"", ""Baltimore"", ""Columbus""]
}
]
}","[{""sentence"": ""In Philadelphia, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9984822869300842}]}, {""sentence"": ""In Baltimore, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9984537363052368}]}, {""sentence"": ""In Columbus, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9984543323516846}]}]"
102,tweet-sno-1308,"FLASHBACK: In 2018, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. ""This was a fair election… unfortunately, Carrots refused to concede and demanded a recount.""","U.S. President Donald Trump pardoned a turkey whom he said had lost a ""fair and open election"" but ""refused to concede.""","[{'token': '2018', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Carrots', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'White House', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""2018"",
""replacements"": [""2020"", ""Last year"", ""Recently""]
}
]
}","[{""sentence"": ""FLASHBACK: In 2020, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. \""This was a fair election\u2026 unfortunately, Carrots refused to concede and demanded a recount.\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993226528167725}]}, {""sentence"": ""FLASHBACK: In Last year, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. \""This was a fair election\u2026 unfortunately, Carrots refused to concede and demanded a recount.\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993177652359009}]}, {""sentence"": ""FLASHBACK: In Recently, President Trump attacked Carrots the turkey for refusing to concede he had lost the vote on the White House turkey pardon contest. \""This was a fair election\u2026 unfortunately, Carrots refused to concede and demanded a recount.\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993224143981934}]}]"
103,tweet-sno-1309,"At 1:30pm AKST this afternoon, the sun will set and Utqiaġvik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx","The sun does not rise in Utqiagvik, Alaska, for more than 60 days during the winter.","[{'token': '1:30pm AKST this afternoon', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Utqiaġvik', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '66 day', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'January 23rd, 2021', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""1:30pm AKST this afternoon"",
""replacements"": [""yesterday morning"", ""noon tomorrow"", ""midnight tonight""]
}
]
}","[{""sentence"": ""At yesterday morning, the sun will set and Utqia\u0121vik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993444085121155}]}, {""sentence"": ""At noon tomorrow, the sun will set and Utqia\u0121vik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993034601211548}]}, {""sentence"": ""At midnight tonight, the sun will set and Utqia\u0121vik will enter a 66 day period of polar night. The sun will rise again on January 23rd, 2021. #akwx"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993273019790649}]}]"
104,tweet-sno-1310,Tyndall is DOD’s First Base to Adopt Robot Dogs – Air Force Magazine. Go!,Tyndall Air Force Base in Florida will be the first to implement semi-autonomous robotic “canines” in their defense regiment.,"[{'token': 'Tyndall', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Air Force Magazine', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Tyndall"",
""replacements"": [""Eglin"", ""Hurlburt"", ""MacDill""]
}
]
}","[{""sentence"": ""Eglin is DOD\u2019s First Base to Adopt Robot Dogs \u2013 Air Force Magazine. Go!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991466999053955}]}, {""sentence"": ""Hurlburt is DOD\u2019s First Base to Adopt Robot Dogs \u2013 Air Force Magazine. Go!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991833567619324}]}, {""sentence"": ""MacDill is DOD\u2019s First Base to Adopt Robot Dogs \u2013 Air Force Magazine. Go!"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991647005081177}]}]"
