query_id,query,target,baseline_tokens_to_misspell,worstcase_tokens_to_misspell,replaced_token
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"[""with"", ""island""]","[""with"", ""commercial"", ""Rover"", ""real"", ""Maine""]","{
  ""typo_tokens"": [
    {
      ""token"": ""with"",
      ""typos"": [
        ""w/"",
        ""wit"",
        ""wid"",
        ""wth"",
        ""whit""
      ]
    },
    {
      ""token"": ""island"",
      ""typos"": [
        ""iland"",
        ""islnd"",
        ""issland"",
        ""islnd"",
        ""isle""
      ]
    }
  ]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","[""Christmas"", ""signed""]","[""Trump"", ""federal"", ""BREAKING"", ""President""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Christmas"",
      ""typos"": [""Christams"", ""Chrismas"", ""Xmas"", ""Christms""]
    },
    {
      ""token"": ""signed"",
      ""typos"": [""signd"", ""sign'd"", ""signjed"", ""sined""]
    }
  ]
}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.","[""produce"", ""\ud83c\udfa4returns""]","[""producer"", ""produce"", ""star"", ""\ud83c\udfa4returns""]","{
  ""typo_tokens"": [
    {
      ""token"": ""produce"",
      ""typos"": [""prodce"", ""produe"", ""prduce"", ""prdc"", ""prod.""]
    },
    {
      ""token"": ""🎤returns"",
      ""typos"": [""🎤rturns"", ""🎤rtrns"", ""🎤rtns"", ""🎤retuns"", ""🎤returnz""]
    }
  ]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","[""classic"", ""direct""]","[""direct"", ""1993"", ""tois"", ""spooky""]","{
  ""typo_tokens"": [
    {
      ""token"": ""classic"",
      ""typos"": [""classsic"", ""claassic"", ""classik"", ""classicc"", ""clsic""]
    },
    {
      ""token"": ""direct"",
      ""typos"": [""dirrect"", ""drect"", ""diect"", ""direkt"", ""direc""]
    }
  ]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"[""aisles"", ""become"", ""restaurant"", ""suing"", ""restaurant\u2019s""]","[""center"", ""restaurant"", ""Stay"", ""area"", ""drive"", ""that"", ""downloading"", ""thru"", ""Chick"", ""backflow""]","{
  ""typo_tokens"": [
    {
      ""token"": ""aisles"",
      ""typos"": [""aizles"", ""isles"", ""aisle""]
    },
    {
      ""token"": ""become"",
      ""typos"": [""becom"", ""bcome"", ""becum""]
    },
    {
      ""token"": ""restaurant"",
      ""typos"": [""resturant"", ""restraunt"", ""restrant""]
    },
    {
      ""token"": ""suing"",
      ""typos"": [""sewing"", ""suin"", ""sueing""]
    },
    {
      ""token"": ""restaurant’s"",
      ""typos"": [""resturant's"", ""restraunt's"", ""restrant's""]
    }
  ]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"[""keep"", ""year"", ""rotisserie""]","[""chicken"", ""million"", ""sticking"", ""They'd"", ""foot"", ""traffic"", ""year""]","{
  ""typo_tokens"": [
    {
      ""token"": ""keep"",
      ""typos"": [""keap"", ""kep"", ""k33p""]
    },
    {
      ""token"": ""year"",
      ""typos"": [""yeer"", ""yer"", ""yr""]
    },
    {
      ""token"": ""rotisserie"",
      ""typos"": [""rotissery"", ""rotissarie"", ""rotisery""]
    }
  ]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","[""three"", ""even""]","[""three"", ""close"", ""Election"", ""losing""]","{
  ""typo_tokens"": [
    {
      ""token"": ""three"",
      ""typos"": [""3"", ""thr33"", ""thre"", ""thee""]
    },
    {
      ""token"": ""even"",
      ""typos"": [""evn"", ""evan"", ""evin"", ""evan""]
    }
  ]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"[""Spanish"", ""Engineers"", ""pandemic"", ""MEANT"", ""WINDOWS"", ""because""]","[""from"", ""about"", ""keep"", ""because"", ""design"", ""apartment"", ""KEPT"", ""while"", ""learned"", ""illnesses"", ""Spanish"", ""came"", ""WITH""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Spanish"",
      ""typos"": [""Spanich"", ""Spannish"", ""Spanesh"", ""Spnsh"", ""Spnish""]
    },
    {
      ""token"": ""Engineers"",
      ""typos"": [""Enginers"", ""Engeneers"", ""Engneers"", ""Enginieers"", ""Enginers""]
    },
    {
      ""token"": ""pandemic"",
      ""typos"": [""pandemc"", ""pandemik"", ""pandmic"", ""pndmc"", ""pandem""]
    },
    {
      ""token"": ""MEANT"",
      ""typos"": [""MANT"", ""MENAT"", ""MNT"", ""MENT"", ""MEEN""]
    },
    {
      ""token"": ""WINDOWS"",
      ""typos"": [""WINDWS"", ""WNDWS"", ""WINDOS"", ""WINDWZ"", ""WNDWZ""]
    },
    {
      ""token"": ""because"",
      ""typos"": [""bcoz"", ""becuz"", ""bcuz"", ""cos"", ""becase""]
    }
  ]
}"
tweet-sno-1278, very disappointed with today's bacon egg Mc Muffin!! No proper egg and it was still frozen cold!!,McDonald's breakfast menu items use frozen eggs.,"[""with"", ""frozen""]","[""still"", ""frozen"", ""very"", ""disappointed""]","{
  ""typo_tokens"": [
    {
      ""token"": ""with"",
      ""typos"": [""wit"", ""w/"", ""wth""]
    },
    {
      ""token"": ""frozen"",
      ""typos"": [""frozn"", ""frozeen"", ""frzn""]
    }
  ]
}"
tweet-sno-1279,Rep. Louie Gohmert’s tooth just fell out at his press conference.,A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,"[""tooth""]","[""Rep."", ""just"", ""fell""]","{
    ""typo_tokens"": [
        {
            ""token"": ""tooth"",
            ""typos"": [""2ooth"", ""t00th"", ""to0th"", ""toth"", ""toof"", ""tuith"", ""toot"", ""tooth."", ""tooth,""]
        }
    ]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","[""some"", ""reach"", ""Harris"", ""Barack"", ""develop""]","[""have"", ""Barack"", ""based"", ""told"", ""certain"", ""moral"", ""resign"", ""Harris"", ""disease"", ""where"", ""there's""]","{
  ""typo_tokens"": [
    {
      ""token"": ""some"",
      ""typos"": [""sm"", ""sum"", ""sme""]
    },
    {
      ""token"": ""reach"",
      ""typos"": [""rech"", ""reech"", ""rch""]
    },
    {
      ""token"": ""Harris"",
      ""typos"": [""Haris"", ""Hrris"", ""Haarris""]
    },
    {
      ""token"": ""Barack"",
      ""typos"": [""Barak"", ""Barrack"", ""Brack""]
    },
    {
      ""token"": ""develop"",
      ""typos"": [""devlop"", ""develope"", ""develp""]
    }
  ]
}"
tweet-sno-1281,The time Indiana Jones caused an avalanche with his saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[""Jones""]","[""with"", ""Jones""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Jones"",
      ""typos"": [""Jonez"", ""Johnes"", ""Jons""]
    }
  ]
}"
tweet-sno-1282,Just for you completist out there. I remembered today that Indiana Jones once beat some villains by jamming on a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[""Indiana"", ""completist""]","[""completist"", ""beat"", ""Jones"", ""Indiana"", ""Just""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Indiana"",
      ""typos"": [""Indianna"", ""Indi"", ""Indyana""]
    },
    {
      ""token"": ""completist"",
      ""typos"": [""completest"", ""kompletist"", ""compleetist""]
    }
  ]
}"
tweet-sno-1283,We all remember that time Indiana Jones defeated 3 men with a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[""Indiana""]","[""remember"", ""Indiana"", ""Jones""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Indiana"",
      ""typos"": [""Indianna"", ""Indyana"", ""Indyanna"", ""Indy"", ""Indna""]
    }
  ]
}"
tweet-sno-1284,"HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER","Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[""blues"", ""learning"", ""WELCOME"", ""straight""]","[""straight"", ""TWITTER"", ""CAUSE"", ""learning"", ""present"", ""looking"", ""SHIT"", ""saxophone""]","{
  ""typo_tokens"": [
    {
      ""token"": ""blues"",
      ""typos"": [""blu3s"", ""bloos"", ""bluez"", ""blues.""]
    },
    {
      ""token"": ""learning"",
      ""typos"": [""learnin'"", ""lerning"", ""l3arning"", ""learnng""]
    },
    {
      ""token"": ""WELCOME"",
      ""typos"": [""WELC0ME"", ""WELCOM3"", ""WELCUM"", ""WELCM""]
    },
    {
      ""token"": ""straight"",
      ""typos"": [""strait"", ""str8"", ""straight."", ""straite""]
    }
  ]
}"
tweet-sno-1285,"1/ There will be no update today. At 8:30 am this morning, state police came into my house and took all my hardware and tech. They were serving a warrant on my computer after DOH filed a complaint. They pointed a gun in my face. They pointed guns at my kids..","In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.","[""computer"", ""house"", ""pointed"", ""today"", ""into"", ""hardware""]","[""hardware"", ""computer"", ""state"", ""came"", ""kids"", ""pointed"", ""8:30"", ""There"", ""were"", ""this"", ""police"", ""complaint""]","{
  ""typo_tokens"": [
    {
      ""token"": ""computer"",
      ""typos"": [""compooter"", ""komputer"", ""pc"", ""comptr""]
    },
    {
      ""token"": ""house"",
      ""typos"": [""haus"", ""houss"", ""hse"", ""home""]
    },
    {
      ""token"": ""pointed"",
      ""typos"": [""pionted"", ""pntd"", ""ptd"", ""aim"", ""aimd""]
    },
    {
      ""token"": ""today"",
      ""typos"": [""2day"", ""todai"", ""tody"", ""tdy""]
    },
    {
      ""token"": ""into"",
      ""typos"": [""in2"", ""nto"", ""in2o"", ""enterd""]
    },
    {
      ""token"": ""hardware"",
      ""typos"": [""hardwre"", ""hardwr"", ""hware"", ""tech""]
    }
  ]
}"
tweet-sno-1286,"Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed more 😭😭 they actually didn’t know how many tampons women used.","In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.","[""actually"", ""week"", ""know"", ""tampons""]","[""they"", ""needed"", ""week"", ""actually"", ""many"", ""would"", ""tampons"", ""woman"", ""used""]","{
  ""typo_tokens"": [
    {
      ""token"": ""actually"",
      ""typos"": [""actully"", ""actualy"", ""akshully"", ""actuallie"", ""aktually""]
    },
    {
      ""token"": ""week"",
      ""typos"": [""wk"", ""weik"", ""weeeek"", ""wek"", ""wke""]
    },
    {
      ""token"": ""know"",
      ""typos"": [""knw"", ""no"", ""kno"", ""knwo"", ""nwo""]
    },
    {
      ""token"": ""tampons"",
      ""typos"": [""tamponz"", ""tampns"", ""tamps"", ""tamponss"", ""tampones""]
    }
  ]
}"
tweet-sno-1287,i was atand the worker gave me my food but i said “my pleasure” before him. i asked him “don’t i get a free ice cream or something if i say it before you do” he said that’s fake :(,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","[""before"", ""atand"", ""fake""]","[""fake"", ""atand"", ""food"", ""gave"", ""worker"", ""said""]","{
  ""typo_tokens"": [
    {
      ""token"": ""before"",
      ""typos"": [""b4"", ""befor"", ""be4""]
    },
    {
      ""token"": ""atand"",
      ""typos"": [""and"", ""stand"", ""atlnd""]
    },
    {
      ""token"": ""fake"",
      ""typos"": [""fke"", ""faek"", ""fak""]
    }
  ]
}"
tweet-sno-1288,"If u go to chick fil a and say “my pleasure” before the employee that takes your order says it, u get a free ice cream cookie sandwich #thisbetterbetrue ","If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","[""your"", ""takes""]","[""chick"", ""order"", ""that"", ""takes"", ""thisbetterbetrue""]","{
  ""typo_tokens"": [
    {
      ""token"": ""your"",
      ""typos"": [""ur"", ""yur"", ""yr""]
    },
    {
      ""token"": ""takes"",
      ""typos"": [""takez"", ""taks"", ""takz""]
    }
  ]
}"
tweet-sno-1289,Saying my pleasure before they do at Chick-fil-A does not get you a free ice cream trust me I got the weirdest look 😭😂,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","[""pleasure"", ""Chick""]","[""does"", ""Saying"", ""Chick"", ""pleasure""]","{
  ""typo_tokens"": [
    {
      ""token"": ""pleasure"",
      ""typos"": [""plesure"", ""pleasur"", ""plezure"", ""plezher"", ""plsr""]
    },
    {
      ""token"": ""Chick"",
      ""typos"": [""Chik"", ""Chk"", ""Chickk"", ""Chic"", ""Ckik""]
    }
  ]
}"
tweet-sno-1290,Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does not get you a free cookie ice cream sandwich or a discount or anything else tik tok has oh so willingly lied to you about!,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","[""free"", ""about"", ""saying""]","[""Just"", ""cookie"", ""pleasure"", ""saying"", ""else"", ""cream"", ""does""]","{
  ""typo_tokens"": [
    {
      ""token"": ""free"",
      ""typos"": [""fre"", ""fr33"", ""frea"", ""fr33""]
    },
    {
      ""token"": ""about"",
      ""typos"": [""abut"", ""abot"", ""abt"", ""ab0ut""]
    },
    {
      ""token"": ""saying"",
      ""typos"": [""saying"", ""saing"", ""sayng"", ""sayn""]
    }
  ]
}"
tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"[""safe"", ""vaccine"", ""that"", ""former"", ""that's"", ""Covid""]","[""stand"", ""he'd"", ""says"", ""have"", ""which"", ""happy"", ""before"", ""it's"", ""President"", ""elect"", ""safe"", ""Biden"", ""vaccine""]","{
  ""typo_tokens"": [
    {
      ""token"": ""safe"",
      ""typos"": [""sfe"", ""safee"", ""saf3""]
    },
    {
      ""token"": ""vaccine"",
      ""typos"": [""vacine"", ""vaxine"", ""vaxxine""]
    },
    {
      ""token"": ""that"",
      ""typos"": [""tht"", ""thatt"", ""dat""]
    },
    {
      ""token"": ""former"",
      ""typos"": [""formr"", ""fomer"", ""frmer""]
    },
    {
      ""token"": ""that's"",
      ""typos"": [""thats"", ""that'z"", ""tht's""]
    },
    {
      ""token"": ""Covid"",
      ""typos"": [""Covd"", ""Covid19"", ""Covd-19""]
    }
  ]
}"
tweet-sno-1292,"It is also beyond the pale that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I don’t ever want you back in this state.","New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.""","[""would"", ""participate"", ""Jersey"", ""ever""]","[""this"", ""What"", ""Jersey"", ""also"", ""don\u2019t"", ""Matt"", ""Putz"", ""would""]","{
  ""typo_tokens"": [
    {
      ""token"": ""would"",
      ""typos"": [""wuld"", ""wud"", ""wlud""]
    },
    {
      ""token"": ""participate"",
      ""typos"": [""particpate"", ""partcipate"", ""prticpate""]
    },
    {
      ""token"": ""Jersey"",
      ""typos"": [""Jersy"", ""Jrsey"", ""Jerseyy""]
    },
    {
      ""token"": ""ever"",
      ""typos"": [""evar"", ""evr"", ""evver""]
    }
  ]
}"
tweet-sno-1293,LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a SUNDAY! #ChristmasMiracle,"At least one Chick-fil-A restaurant ""broke from tradition"" and opened on a Sunday.","[""passengers"", ""youwithfor""]","[""opening"", ""SUNDAY"", ""LIGHTS"", ""water""]","{
  ""typo_tokens"": [
    {
      ""token"": ""passengers"",
      ""typos"": [""pasengers"", ""passngers"", ""passengerz""]
    },
    {
      ""token"": ""youwithfor"",
      ""typos"": [""uwithfor"", ""youwith4"", ""uwit4""]
    }
  ]
}"
tweet-sno-1294,Is drake really making a candle that smells like him? I hope jay is ready to drop $80 on it. 😇,"Drake released a scented candle that ""actually smells like Drake.""","[""drop"", ""making""]","[""smells"", ""really"", ""candle"", ""ready""]","{
  ""typo_tokens"": [
    {
      ""token"": ""drop"",
      ""typos"": [""dr0p"", ""dr0pp"", ""drpp"", ""drrp"", ""drp""]
    },
    {
      ""token"": ""making"",
      ""typos"": [""makin"", ""mking"", ""makng"", ""mkin"", ""makng""]
    }
  ]
}"
tweet-sno-1295,Has anyone happened to hear if Flash Player is going to be supported after December 2020 in?,Adobe announced that Flash Player would no longer be supported.,"[""hear"", ""anyone""]","[""2020"", ""Flash"", ""anyone"", ""after""]","{
  ""typo_tokens"": [
    {
      ""token"": ""hear"",
      ""typos"": [""heer"", ""hr"", ""hir"", ""hea""]
    },
    {
      ""token"": ""anyone"",
      ""typos"": [""anyon"", ""any1"", ""ne1"", ""anywun""]
    }
  ]
}"
tweet-sno-1296,So what exactly happens in December when Flash is no longer supported?,Adobe announced that Flash Player would no longer be supported.,"[""Flash""]","[""December"", ""what"", ""happens""]","{
""typo_tokens"": [
{
""token"": ""Flash"",
""typos"": [
""Flsh"",
""F1ash"",
""Fl@sh"",
""Flas"",
""Fash""
]
}
]
}"
tweet-sno-1297,Wait what???? Flash player will no longer be supported inchrome after December 2020? Does that mean I can’t watch YouTube and flash player oriented websites online after December 2020?,Adobe announced that Flash Player would no longer be supported.,"[""online"", ""YouTube"", ""supported"", ""Wait"", ""websites""]","[""longer"", ""YouTube"", ""online"", ""flash"", ""mean"", ""player"", ""after"", ""what"", ""December"", ""websites""]","{
  ""typo_tokens"": [
    {
      ""token"": ""online"",
      ""typos"": [""onlne"", ""onine"", ""onln"", ""onlnie""]
    },
    {
      ""token"": ""YouTube"",
      ""typos"": [""YouTube"", ""U2ube"", ""YT"", ""YoTube"", ""YTube""]
    },
    {
      ""token"": ""supported"",
      ""typos"": [""supportd"", ""suppoted"", ""supportted"", ""suported""]
    },
    {
      ""token"": ""Wait"",
      ""typos"": [""W8"", ""Wat"", ""Wiit"", ""Waitt""]
    },
    {
      ""token"": ""websites"",
      ""typos"": [""websitws"", ""webstes"", ""websties"", ""websitees""]
    }
  ]
}"
tweet-sno-1298,Important message for children of #Ireland – #Santa is coming & will be exempt from #Covid restrictions on International Travel. However children should be aware that social distancing guidelines should apply to Santa.,"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents.","[""children"", ""apply"", ""social"", ""aware""]","[""Ireland"", ""Important"", ""Covid"", ""International"", ""exempt"", ""Travel"", ""message"", ""that"", ""should""]","{
  ""typo_tokens"": [
    {
      ""token"": ""children"",
      ""typos"": [""childen"", ""chldrn"", ""chldrn"", ""childrn""]
    },
    {
      ""token"": ""apply"",
      ""typos"": [""aply"", ""aplly"", ""appli"", ""aply""]
    },
    {
      ""token"": ""social"",
      ""typos"": [""soical"", ""socail"", ""socl"", ""socl""]
    },
    {
      ""token"": ""aware"",
      ""typos"": [""awre"", ""awr"", ""aare"", ""awaree""]
    }
  ]
}"
tweet-sno-1299,🚨 🚨 BREAKING NEWS 🚨 🚨 There is currently a monolith at the top of Pine Mountain in Atascadero!! (Photos by),"A new mysterious ""monolith"" was found in California.","[""Pine""]","[""BREAKING"", ""NEWS"", ""Photos""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Pine"",
      ""typos"": [
        ""P1ne"",
        ""Pyn3"",
        ""Pyn3"",
        ""Piney"",
        ""P1n3""
      ]
    }
  ]
}"
tweet-sno-1300,"There’s a viral thread saying LOUIS XIV WAS A PERVERT WHOSE FETISH WAS WATCHING CHILDBIRTH. This is why, it claims, women are made to lie on their backs in childbirth. IT’S BULLSHIT! It was the eminent obstetrician of the 1660s Francois Mauriceau who made this more popular 👇",King Louis XIV had a fetish for watching women give birth and required that they do so lying on their back so that he could have an unobstructed view.,"[""FETISH"", ""viral"", ""childbirth"", ""obstetrician"", ""LOUIS""]","[""PERVERT"", ""this"", ""WATCHING"", ""thread"", ""This"", ""backs"", ""FETISH"", ""eminent"", ""Francois"", ""their"", ""viral""]","{
  ""typo_tokens"": [
    {
      ""token"": ""FETISH"",
      ""typos"": [""FET1SH"", ""FETSH"", ""F3TISH"", ""F3T1SH""]
    },
    {
      ""token"": ""viral"",
      ""typos"": [""vir@l"", ""v1ral"", ""vira1"", ""virl""]
    },
    {
      ""token"": ""childbirth"",
      ""typos"": [""ch1ldbirth"", ""ch1ldb1rth"", ""chidbirth"", ""childb1rth""]
    },
    {
      ""token"": ""obstetrician"",
      ""typos"": [""0bstetrician"", ""obstetr1cian"", ""obstetric1an"", ""obstetr1c1an""]
    },
    {
      ""token"": ""LOUIS"",
      ""typos"": [""LOU1S"", ""L0UIS"", ""L0UIS"", ""L0U1S""]
    }
  ]
}"
tweet-sno-1301,We know you’re finding it difficult to accept the election result so we projected it onto your golf course with some familiar music,"A photograph shows the word ""loser"" projected onto the lawn of U.S. President Donald Trump's golf course in Scotland.","[""projected"", ""golf"", ""know""]","[""you\u2019re"", ""projected"", ""course"", ""accept"", ""your"", ""familiar""]","{
  ""typo_tokens"": [
    {
      ""token"": ""projected"",
      ""typos"": [""pr0jected"", ""projcted"", ""proj3cted"", ""projeckted"", ""pr0j3cted""]
    },
    {
      ""token"": ""golf"",
      ""typos"": [""golph"", ""golff"", ""g0lf"", ""gulf"", ""g0lph""]
    },
    {
      ""token"": ""know"",
      ""typos"": [""kno"", ""no"", ""kn0w"", ""knw"", ""knoe""]
    }
  ]
}"
tweet-sno-1302,"The article “A closer look at U.S. deaths due to COVID-19,” published in the Science & Technology section on Nov. 22, has been deleted.","An article titled “COVID-19 Deaths: A Look at U.S. Data” was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted.","[""article"", ""Science""]","[""been"", ""deaths"", ""Nov."", ""Technology"", ""Science""]","{
  ""typo_tokens"": [
    {
      ""token"": ""article"",
      ""typos"": [""artical"", ""articel"", ""artcle"", ""artcl"", ""artcile""]
    },
    {
      ""token"": ""Science"",
      ""typos"": [""Sience"", ""Si3nce"", ""Scince"", ""Scienc"", ""Sciens""]
    }
  ]
}"
tweet-sno-1303," Hahaha,you were on ""Teen Win Lose or Draw."" Cool.",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[""Cool""]","[""Hahaha"", ""were""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Cool"",
      ""typos"": [""Kewl"", ""Cewl"", ""Kwool"", ""Kul"", ""C00l"", ""Cwl"", ""Kool"", ""Coolz""]
    }
  ]
}"
tweet-sno-1304,Alittle #flashbackfriday withwhen she was on the 1990 show teen win lose or draw any of you remember that show believe it or not she played against Leonardo Dicaprio who knew…,Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[""Alittle"", ""lose"", ""1990""]","[""believe"", ""flashbackfriday"", ""teen"", ""that"", ""played"", ""show""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Alittle"",
      ""typos"": [""A little"", ""Alitl"", ""Alitl'""]
    },
    {
      ""token"": ""lose"",
      ""typos"": [""loose"", ""los"", ""luz""]
    },
    {
      ""token"": ""1990"",
      ""typos"": [""'90"", ""90s"", ""nineteen90""]
    }
  ]
}"
tweet-sno-1305,"Teen Win, Lose or Draw – Soleil Moon Frye vs Leonardo DiCaprio (1990)a través de ",Actor Leonardo DiCaprio appeared on a Disney Channel game show.,"[""Leonardo"", ""Teen""]","[""trav\u00e9s"", ""Soleil"", ""Moon"", ""Lose""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Leonardo"",
      ""typos"": [""Leonardo"", ""Leonrdo"", ""Leonrdo"", ""Lenoardo"", ""Leonrd"", ""Leoardo"", ""Lrnardo"", ""Lenardo"", ""Leo"", ""Leonar"", ""Lrd""]
    },
    {
      ""token"": ""Teen"",
      ""typos"": [""Teen"", ""Ten"", ""Teen"", ""Tean"", ""Teen"", ""Ten"", ""Teen"", ""Tn"", ""Ten"", ""Tn""]
    }
  ]
}"
tweet-sno-1306,"Why won’t Governor, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state….",A signature audit of absentee ballots in Georgia must be conducted and could overturn the 2020 presidential vote results in that state.,"[""signatures"", ""powers"", ""which"", ""done""]","[""hapless"", ""will"", ""emergency"", ""which"", ""easily"", ""goldmine"", ""powers"", ""State"", ""envelopes""]","{
  ""typo_tokens"": [
    {
      ""token"": ""signatures"",
      ""typos"": [""sign@tures"", ""signatur3s"", ""signatrus"", ""signatrues"", ""s1gnatures""]
    },
    {
      ""token"": ""powers"",
      ""typos"": [""pow3rs"", ""powrs"", ""p0wers"", ""powrs"", ""powarz""]
    },
    {
      ""token"": ""which"",
      ""typos"": [""wich"", ""wh1ch"", ""whichh"", ""w1ch"", ""whch""]
    },
    {
      ""token"": ""done"",
      ""typos"": [""don"", ""dn3"", ""don3"", ""d0ne"", ""doen""]
    }
  ]
}"
tweet-sno-1307,"In Detroit, there are FAR MORE VOTES THAN PEOPLE. Nothing can be done to cure that giant scam. I win Michigan!",Detroit recorded more votes cast than eligible voters living in the city in the 2020 general election.,"[""cure"", ""Michigan""]","[""that"", ""Michigan"", ""VOTES"", ""Detroit"", ""Nothing""]","{
  ""typo_tokens"": [
    {
      ""token"": ""cure"",
      ""typos"": [""cur"", ""kure"", ""koon"", ""cuure"", ""cre""]
    },
    {
      ""token"": ""Michigan"",
      ""typos"": [""Michgan"", ""Michign"", ""Michigen"", ""Mishigan"", ""Michgan""]
    }
  ]
}"
